Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,75.0,37.031192,33.11067,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:02.020000,75.0,37.032317,33.111696,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:03.020000,76.923077,37.033626,33.112894,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:04.020000,78.947368,37.035008,33.114095,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:05.020000,85.714286,37.036415,33.115309,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:06.020000,85.714286,37.037832,33.116525,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:07.020000,90.909091,37.039254,33.117726,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:08.020000,93.75,37.040676,33.118942,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:09.020000,96.774194,37.042097,33.120165,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:10.020000,96.774194,37.043518,33.121392,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:11.020000,100.0,37.044938,33.12263,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:12.020000,103.448276,37.046358,33.123877,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:13.020000,103.448276,37.047776,33.125129,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:14.020000,107.142857,37.049194,33.126392,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:15.020000,111.111111,37.05061,33.127661,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:16.020000,111.111111,37.052026,33.128942,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:17.020000,111.111111,37.053442,33.130213,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:18.020000,115.384615,37.054858,33.131481,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:19.020000,115.384615,37.056273,33.132771,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:20.020000,115.384615,37.057687,33.134055,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:21.020000,120.0,37.059102,33.135331,0.3333333333333333,24.444444444444443,66.66666666666667
0 days 00:00:22.020000,120.0,37.060515,33.136623,0.3333333333333333,24.444444444444443,66.66666666666667
